INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
262334289,01/21/2023,04:00:00,QUEENS,OUTSIDE,110,0,STREET,BAR/NIGHT CLUB,Y,(null),(null),(null),18-24,M,BLACK,1016250,208615,40.739221,-73.884524,POINT (-73.884524 40.739221)
261528414,01/07/2023,01:10:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1008692,243109,40.83392,-73.911672,POINT (-73.911672 40.83392)
270489849,06/27/2023,20:20:00,BRONX,OUTSIDE,42,0,PARKING LOT,COMMERCIAL BLDG,N,25-44,M,BLACK,25-44,M,BLACK,1016161,243994,40.836327,-73.884678,POINT (-73.884678 40.836327)
268197445,05/12/2023,15:09:00,BRONX,OUTSIDE,49,0,COMMERCIAL,(null),N,18-24,M,BLACK,18-24,M,BLACK,1020860,251009,40.855563,-73.867658,POINT (-73.867658 40.855563)
267801633,05/05/2023,12:19:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,18-24,M,BLACK,65+,M,BLACK,999979,176497,40.651108,-73.943313,POINT (-73.943313 40.651108)
265354835,03/19/2023,23:48:00,BRONX,INSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,BLACK,25-44,M,BLACK,1025687,268586,40.903785,-73.850098,POINT (-73.850098 40.903785)
263693795,02/15/2023,14:25:00,QUEENS,INSIDE,106,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,BLACK,25-44,M,BLACK,1033051,185949,40.676929,-73.82406,POINT (-73.82406 40.676929)
270039470,06/18/2023,04:21:00,BRONX,OUTSIDE,44,0,COMMERCIAL,RESTAURANT/DINER,N,(null),(null),(null),25-44,M,BLACK,1010069,244367,40.837369,-73.906691,POINT (-73.906691 40.837369)
270556572,06/29/2023,00:29:00,BRONX,OUTSIDE,47,0,STREET,(null),Y,(null),(null),(null),25-44,M,WHITE HISPANIC,1022013,259442,40.878703,-73.86344,POINT (-73.86344 40.878703)
261528413,01/06/2023,22:57:00,BROOKLYN,OUTSIDE,63,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK HISPANIC,18-24,M,BLACK,1005706,170355,40.634238,-73.922695,POINT (-73.922695 40.634238)
266246633,04/05/2023,22:37:00,BRONX,INSIDE,42,0,COMMERCIAL,SOCIAL CLUB/POLICY LOCATI,N,<18,M,BLACK,18-24,M,WHITE HISPANIC,1011687,244126,40.836703,-73.900846,POINT (-73.900846 40.836703)
270085086,06/19/2023,19:36:00,BRONX,OUTSIDE,43,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,F,WHITE HISPANIC,1021514,239266,40.823327,-73.865357,POINT (-73.865357 40.823327)
265354390,03/19/2023,01:48:00,BRONX,OUTSIDE,48,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,M,WHITE HISPANIC,1015448,250935,40.855379,-73.88722,POINT (-73.88722 40.855379)
263499885,02/11/2023,22:04:00,MANHATTAN,INSIDE,28,0,COMMERCIAL,GROCERY/BODEGA,Y,18-24,M,WHITE HISPANIC,25-44,M,BLACK,999788,233328,40.807094,-73.943873,POINT (-73.943873 40.807094)
268739004,05/23/2023,14:20:00,BRONX,OUTSIDE,47,0,STREET,(null),N,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,1032451,261740,40.88496,-73.825679,POINT (-73.825679 40.88496)
269311790,06/04/2023,22:54:00,BRONX,OUTSIDE,44,0,COMMERCIAL,BAR/NIGHT CLUB,N,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1005382,246865,40.84423721,-73.9236232,POINT (-73.9236232 40.84423721)
261779759,01/09/2023,19:17:00,QUEENS,OUTSIDE,109,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1029746,219336,40.768588,-73.83575,POINT (-73.83575 40.768588)
262015261,01/16/2023,09:50:00,QUEENS,OUTSIDE,103,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1038779,192215,40.694097,-73.80336,POINT (-73.80336 40.694097)
263290678,02/08/2023,14:02:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),N,<18,M,BLACK,<18,F,BLACK,1002330,195746,40.7039358,-73.93479149,POINT (-73.93479149 40.7039358)
269683819,06/11/2023,21:14:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1016885,243883,40.83602,-73.88206,POINT (-73.88206 40.83602)
270274907,06/22/2023,00:00:00,MANHATTAN,OUTSIDE,34,0,STREET,GROCERY/BODEGA,N,<18,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,1003778,250869,40.855233,-73.929406,POINT (-73.929406 40.855233)
266427563,04/09/2023,04:15:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1003890,172805,40.640965,-73.92923,POINT (-73.92923 40.640965)
270335892,06/23/2023,16:13:00,BROOKLYN,OUTSIDE,68,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,975695,163739,40.6161,-74.030812,POINT (-74.030812 40.6161)
266828894,04/17/2023,23:26:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1004499,239592,40.824279,-73.926835,POINT (-73.926835 40.824279)
268592827,05/20/2023,16:30:00,BRONX,INSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,M,BLACK,1027228,237469,40.818369,-73.844726,POINT (-73.844726 40.818369)
262067876,01/17/2023,03:09:00,BRONX,OUTSIDE,48,0,STREET,(null),N,18-24,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1016391,249523,40.85149942,-73.88382097,POINT (-73.88382097 40.85149942)
265403527,03/20/2023,02:00:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1014095,178524,40.656636,-73.892433,POINT (-73.892433 40.656636)
265124473,03/13/2023,23:00:00,MANHATTAN,INSIDE,23,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,WHITE HISPANIC,<18,F,WHITE HISPANIC,998746,230395,40.799045,-73.947642,POINT (-73.947642 40.799045)
269499873,06/07/2023,19:00:00,BRONX,OUTSIDE,42,0,STREET,MULTI DWELL - APT BUILD,N,18-24,F,BLACK,25-44,M,BLACK HISPANIC,1008690,238862,,,
269223419,06/02/2023,00:55:00,MANHATTAN,OUTSIDE,5,0,STREET,(null),N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,985708,200288,40.716423,-73.99474,POINT (-73.99474 40.716423)
263444903,02/11/2023,04:26:00,QUEENS,INSIDE,107,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1035601,207363,40.735693,-73.814705,POINT (-73.814705 40.735693)
262395464,01/23/2023,11:50:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1000558,231080,,,
270489846,06/27/2023,12:27:00,BRONX,INSIDE,41,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,1012221,238552,40.821404,-73.898938,POINT (-73.898938 40.821404)
265354835,03/19/2023,23:48:00,BRONX,INSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,Y,18-24,M,BLACK,18-24,M,BLACK,1025687,268586,40.903785,-73.850098,POINT (-73.850098 40.903785)
265461076,03/21/2023,22:01:00,BRONX,OUTSIDE,41,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1013068,238404,40.82099248,-73.89588027,POINT (-73.89588027 40.82099248)
266248891,04/03/2023,13:00:00,STATEN ISLAND,INSIDE,120,0,DWELLING,(null),Y,(null),(null),(null),25-44,F,BLACK,959734,174240,40.644892,-74.088341,POINT (-74.088341 40.644892)
270085084,06/19/2023,00:45:00,QUEENS,OUTSIDE,100,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1034646,153480,40.587801,-73.818552,POINT (-73.818552 40.587801)
265125161,03/14/2023,22:19:00,BROOKLYN,OUTSIDE,71,0,VEHICLE,(null),N,18-24,M,BLACK,25-44,M,BLACK,997054,181094,40.66372862,-73.95384809,POINT (-73.95384809 40.66372862)
268913486,05/27/2023,01:52:00,MANHATTAN,OUTSIDE,24,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,993952,229422,40.796382,-73.964958,POINT (-73.964958 40.796382)
267879320,05/07/2023,02:58:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,45-64,F,BLACK,1005940,180257,40.661415,-73.921819,POINT (-73.921819 40.661415)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,25-44,M,WHITE HISPANIC,45-64,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
266775507,04/15/2023,06:23:00,MANHATTAN,INSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,25-44,F,WHITE HISPANIC,1000121,229191,40.795739,-73.94268,POINT (-73.94268 40.795739)
261307947,01/03/2023,01:47:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1007548,179060,40.658126,-73.916026,POINT (-73.916026 40.658126)
264689062,03/07/2023,21:32:00,MANHATTAN,INSIDE,30,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,25-44,M,BLACK,999923,241388,40.829217,-73.943363,POINT (-73.943363 40.829217)
266626262,04/13/2023,02:14:00,BRONX,OUTSIDE,43,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),25-44,M,BLACK,1021853,242624,40.832542,-73.864116,POINT (-73.864116 40.832542)
262145579,01/18/2023,22:18:00,QUEENS,OUTSIDE,115,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1017696,213763,40.753346,-73.87928,POINT (-73.87928 40.753346)
270206141,06/21/2023,07:26:00,BROOKLYN,OUTSIDE,79,0,STREET,GROCERY/BODEGA,Y,(null),(null),(null),25-44,M,BLACK,998367,189350,40.686388,-73.949096,POINT (-73.949096 40.686388)
265006011,03/11/2023,13:45:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,F,BLACK,1002297,175828,40.649267,-73.934961,POINT (-73.934961 40.649267)
265744133,03/27/2023,11:08:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,989926,192765,40.695772,-73.979528,POINT (-73.979528 40.695772)
265584225,03/23/2023,18:42:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1009904,180751,40.662761,-73.907529,POINT (-73.907529 40.662761)
266828893,04/17/2023,14:58:00,BRONX,OUTSIDE,49,0,STREET,(null),Y,<18,M,BLACK,18-24,M,BLACK,1027279,256106,40.8695214,-73.84442228,POINT (-73.84442228 40.8695214)
270150948,06/20/2023,23:41:00,QUEENS,OUTSIDE,108,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1004925,209948,40.742913,-73.925386,POINT (-73.925386 40.742913)
267560797,05/01/2023,18:24:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1017036,183890,,,
268864859,05/25/2023,01:30:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1017192,182303,40.666997,-73.881254,POINT (-73.881254 40.666997)
270373348,06/25/2023,01:14:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1014409,244146,40.836749,-73.891009,POINT (-73.891009 40.836749)
265816883,03/28/2023,21:20:00,BROOKLYN,OUTSIDE,79,0,COMMERCIAL,RESTAURANT/DINER,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1001031,188116,40.682997,-73.939495,POINT (-73.939495 40.682997)
267195703,04/24/2023,17:58:00,BROOKLYN,OUTSIDE,67,0,STREET,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,1004905,179376,40.658999,-73.925554,POINT (-73.925554 40.658999)
266356479,04/07/2023,15:30:00,BRONX,INSIDE,47,0,OTHER,HOSPITAL,N,(null),(null),(null),25-44,M,BLACK,1022732,265194,40.894489,-73.86081,POINT (-73.86081 40.894489)
269652511,06/09/2023,19:45:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1005293,237196,40.8177,-73.923972,POINT (-73.923972 40.8177)
263529053,02/13/2023,00:35:00,STATEN ISLAND,OUTSIDE,121,0,STREET,FAST FOOD,N,18-24,M,WHITE,25-44,M,BLACK,943240,167018,40.625009,-74.147734,POINT (-74.147734 40.625009)
263073499,02/04/2023,18:55:00,BROOKLYN,OUTSIDE,75,0,STREET,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1023026,183608,40.670555,-73.860214,POINT (-73.860214 40.670555)
264075661,02/22/2023,16:55:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1004343,243407,40.834751,-73.927388,POINT (-73.927388 40.834751)
268739003,05/23/2023,22:27:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,(null),(null),(null),<18,M,WHITE HISPANIC,959973,172022,40.638805,-74.08747,POINT (-74.08747 40.638805)
267392714,04/27/2023,10:11:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1006659,245559,40.84064947,-73.91901214,POINT (-73.91901214 40.84064947)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
266049109,04/01/2023,05:31:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,985285,212846,40.75089,-73.996262,POINT (-73.996262 40.75089)
268227792,05/13/2023,00:39:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK,25-44,F,BLACK,1006216,247828,40.84687833,-73.92060574,POINT (-73.92060574 40.84687833)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,N,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011755,250279,,,
269541208,06/08/2023,02:00:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,994949,174604,40.645919,-73.961443,POINT (-73.961443 40.645919)
263429758,02/11/2023,02:32:00,QUEENS,OUTSIDE,114,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1006592,218612,40.766689,-73.919342,POINT (-73.919342 40.766689)
263141403,02/06/2023,15:01:00,BROOKLYN,OUTSIDE,90,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,<18,F,BLACK,1000575,198114,40.710442,-73.941114,POINT (-73.941114 40.710442)
267632709,05/02/2023,09:25:00,MANHATTAN,OUTSIDE,5,0,PLAYGROUND,(null),N,45-64,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,985786,199049,40.71302009,-73.9944594,POINT (-73.9944594 40.71302009)
262334289,01/21/2023,04:00:00,QUEENS,OUTSIDE,110,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,M,BLACK,1016250,208615,40.739221,-73.884524,POINT (-73.884524 40.739221)
264250139,02/26/2023,04:00:00,QUEENS,OUTSIDE,100,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,1033851,152220,40.584346,-73.821423,POINT (-73.821423 40.584346)
266183424,04/04/2023,22:25:00,BRONX,OUTSIDE,48,0,STREET,(null),N,25-44,M,WHITE HISPANIC,<18,M,BLACK,1015592,245489,40.84043016,-73.88672794,POINT (-73.88672794 40.84043016)
270039471,06/18/2023,16:50:00,BROOKLYN,INSIDE,77,0,PLAYGROUND,(null),N,(null),(null),(null),<18,M,BLACK,994893,185271,40.675197,-73.961628,POINT (-73.961628 40.675197)
265006013,03/11/2023,05:40:00,BROOKLYN,INSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,45-64,M,BLACK,998286,189884,40.687855,-73.949388,POINT (-73.949388 40.687855)
268358704,05/16/2023,07:17:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK,999970,184164,40.672153,-73.943328,POINT (-73.943328 40.672153)
267683271,05/03/2023,13:54:00,BRONX,OUTSIDE,46,0,STREET,(null),N,45-64,M,WHITE HISPANIC,45-64,F,BLACK,1012618,253306,40.861898,-73.897441,POINT (-73.897441 40.861898)
262747864,01/30/2023,02:10:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1006242,255488,40.867904,-73.920484,POINT (-73.920484 40.867904)
264270201,02/26/2023,21:47:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1001008,236583,40.81602546,-73.9394577,POINT (-73.9394577 40.81602546)
268088261,05/11/2023,00:41:00,BROOKLYN,INSIDE,77,0,DWELLING,(null),Y,(null),(null),(null),25-44,M,BLACK,1004579,183837,40.671245,-73.926713,POINT (-73.926713 40.671245)
262699984,01/29/2023,23:50:00,BROOKLYN,OUTSIDE,84,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,988740,194815,40.701399,-73.983806,POINT (-73.983806 40.701399)
269683819,06/11/2023,21:14:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1016885,243883,40.83602,-73.88206,POINT (-73.88206 40.83602)
265403881,03/20/2023,22:45:00,BROOKLYN,INSIDE,61,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,25-44,M,WHITE,1001473,156122,40.595179,-73.937983,POINT (-73.937983 40.595179)
268197444,05/12/2023,09:44:00,BROOKLYN,OUTSIDE,69,0,COMMERCIAL,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1006751,170702,40.635188,-73.918929,POINT (-73.918929 40.635188)
266645465,04/13/2023,12:15:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,WHITE,45-64,M,BLACK,1014565,180333,40.6616,-73.890732,POINT (-73.890732 40.6616)
264616551,03/05/2023,18:22:00,BRONX,OUTSIDE,45,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,F,BLACK,1033715,238256,40.820496,-73.821282,POINT (-73.821282 40.820496)
270036422,06/17/2023,23:30:00,BRONX,OUTSIDE,48,0,STREET,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,1017495,246631,40.843558,-73.879842,POINT (-73.879842 40.843558)
270435995,06/26/2023,12:07:00,BROOKLYN,OUTSIDE,72,0,STREET,(null),N,25-44,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,979547,173271,40.642267,-74.016943,POINT (-74.016943 40.642267)
261543381,01/07/2023,07:10:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1007009,183496,40.670304,-73.917957,POINT (-73.917957 40.670304)
266896910,04/18/2023,22:51:00,BRONX,OUTSIDE,47,0,STREET,PVT HOUSE,Y,45-64,M,BLACK,25-44,M,BLACK,1027396,268265,40.902896,-73.843921,POINT (-73.843921 40.902896)
266002888,03/31/2023,23:35:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1009318,178259,40.655923,-73.90965,POINT (-73.90965 40.655923)
263558473,02/13/2023,18:57:00,BRONX,INSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1016118,250525,40.854253,-73.8848,POINT (-73.8848 40.854253)
261948976,01/14/2023,18:20:00,MANHATTAN,OUTSIDE,24,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,M,BLACK,993952,229422,40.796382,-73.964958,POINT (-73.964958 40.796382)
270652262,06/30/2023,01:00:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1007966,233667,40.808005918609815,-73.91433057949068,POINT (-73.91433057949068 40.808005918609815)
270373349,06/25/2023,00:30:00,QUEENS,OUTSIDE,114,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1009724,215120,40.757097,-73.908048,POINT (-73.908048 40.757097)
267857369,05/07/2023,01:59:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1001469,241128,40.82849931,-73.93778057,POINT (-73.93778057 40.82849931)
266666628,04/13/2023,22:30:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,962170,168013,40.627807,-74.079541,POINT (-74.079541 40.627807)
267857368,05/07/2023,01:10:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,1007864,193604,40.698045,-73.914838,POINT (-73.914838 40.698045)
269184590,06/01/2023,20:04:00,BRONX,OUTSIDE,41,0,STREET,GROCERY/BODEGA,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1014891,237941,40.819718,-73.889295,POINT (-73.889295 40.819718)
261579694,01/08/2023,04:30:00,BRONX,OUTSIDE,49,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,1020230,256150,40.869676,-73.869907,POINT (-73.869907 40.869676)
264689064,03/07/2023,14:18:00,BROOKLYN,INSIDE,72,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,BLACK,18-24,M,BLACK,982942,177558,40.654033,-74.004711,POINT (-74.004711 40.654033)
268208976,05/13/2023,12:20:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,F,BLACK,25-44,M,BLACK,1008676,178766,40.657315,-73.911963,POINT (-73.911963 40.657315)
263693795,02/15/2023,14:25:00,QUEENS,INSIDE,106,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,BLACK,45-64,M,ASIAN / PACIFIC ISLANDER,1033051,185949,40.676929,-73.82406,POINT (-73.82406 40.676929)
268737289,05/23/2023,19:09:00,MANHATTAN,OUTSIDE,33,0,STREET,GROCERY/BODEGA,Y,18-24,M,BLACK,65+,M,ASIAN / PACIFIC ISLANDER,1000197,244402,40.83749,-73.942368,POINT (-73.942368 40.83749)
266822496,04/17/2023,16:03:00,BROOKLYN,OUTSIDE,69,0,STREET,GROCERY/BODEGA,Y,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1012994,171712,40.637942,-73.896429,POINT (-73.896429 40.637942)
265246481,03/16/2023,20:48:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,990091,156542,40.596347,-73.978964,POINT (-73.978964 40.596347)
261194183,01/01/2023,05:55:00,BRONX,OUTSIDE,47,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,F,BLACK,1023283,264964,40.893855,-73.858817,POINT (-73.858817 40.893855)
269868924,06/14/2023,08:21:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1010906,248102,40.847618,-73.903652,POINT (-73.903652 40.847618)
268973603,05/27/2023,21:15:00,QUEENS,INSIDE,113,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,18-24,F,BLACK,1052364,187814,40.681921,-73.754415,POINT (-73.754415 40.681921)
265522984,03/22/2023,23:26:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1010552,246556,40.84337521,-73.90493864,POINT (-73.90493864 40.84337521)
263692952,02/15/2023,17:20:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1010638,248020,40.8473932,-73.90462205,POINT (-73.90462205 40.8473932)
270655016,06/30/2023,04:55:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,988468,198397,40.7112296399045,-73.98478542255539,POINT (-73.98478542255539 40.7112296399045)
262334290,01/21/2023,22:23:00,BRONX,OUTSIDE,44,0,OTHER,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1007674,242091,40.83113,-73.915354,POINT (-73.915354 40.83113)
266427562,04/08/2023,01:34:00,QUEENS,OUTSIDE,113,0,STREET,BAR/NIGHT CLUB,Y,25-44,M,BLACK,18-24,M,BLACK,1042597,190985,40.690696,-73.789601,POINT (-73.789601 40.690696)
270388042,06/25/2023,04:20:00,BROOKLYN,OUTSIDE,76,0,PLAYGROUND,(null),N,25-44,M,BLACK,25-44,M,BLACK,981861,186545,40.6787,-74.008611,POINT (-74.008611 40.6787)
263018684,02/04/2023,04:08:00,QUEENS,INSIDE,101,0,DWELLING,(null),N,(null),(null),(null),18-24,M,BLACK,1051463,159247,40.603519,-73.757946,POINT (-73.757946 40.603519)
262067875,01/17/2023,20:48:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1053470,160236,40.606219,-73.75071,POINT (-73.75071 40.606219)
263950623,02/20/2023,23:30:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1009019,245895,40.841567,-73.910478,POINT (-73.910478 40.841567)
265630356,03/24/2023,20:15:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1008662,196789,40.70678339,-73.91195031,POINT (-73.91195031 40.70678339)
266610830,04/12/2023,21:55:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1019996,187002,40.679883,-73.87112,POINT (-73.87112 40.679883)
268973603,05/27/2023,21:15:00,QUEENS,INSIDE,113,0,DWELLING,MULTI DWELL - APT BUILD,N,45-64,F,BLACK,25-44,M,BLACK,1052364,187814,40.681921,-73.754415,POINT (-73.754415 40.681921)
262747865,01/30/2023,18:25:00,BROOKLYN,OUTSIDE,62,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE,990307,159870,40.605481,-73.978186,POINT (-73.978186 40.605481)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
267267403,04/25/2023,18:15:00,BRONX,OUTSIDE,40,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1008067,236070,40.814603,-73.913955,POINT (-73.913955 40.814603)
